FN,FP,TN,TP,sr,t
0.0,3.0,0.0,17.0,2,960
0.0,5.0,0.0,15.0,2,1020
5.6,1.9,4.1,8.4,2,1080
6.0,4.5,3.5,6.0,2,1140
3.9,5.1,5.9,5.1,2,1230
2.7,4.7,7.3,5.3,2,1320
2.6,5.5,8.5,3.4,2,1770
4.0,0.0,16.0,0.0,2,1980
2.0,0.0,18.0,0.0,2,2160
2.6,1.0,2.0,14.4,11,960
2.5,2.1,2.9,12.5,11,1020
3.2,3.0,3.0,10.8,11,1080
2.9,3.5,4.5,9.1,11,1140
3.9,3.2,7.8,5.1,11,1230
2.8,1.4,10.6,5.2,11,1320
0.9,1.5,12.5,5.1,11,1770
1.9,1.8,14.2,2.1,11,1980
1.0,2.4,15.6,1.0,11,2160
3.3,1.4,1.6,13.7,20,960
2.2,2.0,3.0,12.8,20,1020
1.9,1.2,4.8,12.1,20,1080
3.0,2.5,5.5,9.0,20,1140
2.3,2.1,8.9,6.7,20,1230
1.1,1.7,10.3,6.9,20,1320
1.0,1.5,12.5,5.0,20,1770
1.8,1.7,14.3,2.2,20,1980
0.4,1.6,16.4,1.6,20,2160
0.8,0.7,2.3,16.2,29,960
1.7,1.6,3.4,13.3,29,1020
2.4,1.4,4.6,11.6,29,1080
1.6,2.5,5.5,10.4,29,1140
1.4,2.2,8.8,7.6,29,1230
1.0,1.1,10.9,7.0,29,1320
1.2,0.2,13.8,4.8,29,1770
1.5,1.2,14.8,2.5,29,1980
0.9,1.5,16.5,1.1,29,2160
1.5,0.8,2.2,15.5,38,960
1.4,1.0,4.0,13.6,38,1020
2.0,1.2,4.8,12.0,38,1080
1.9,1.9,6.1,10.1,38,1140
2.0,1.7,9.3,7.0,38,1230
1.0,0.5,11.5,7.0,38,1320
0.5,0.4,13.6,5.5,38,1770
1.5,1.2,14.8,2.5,38,1980
1.1,2.0,16.0,0.9,38,2160
1.7,0.7,2.3,15.3,47,960
1.6,0.5,4.5,13.4,47,1020
1.6,1.5,4.5,12.4,47,1080
2.3,1.9,6.1,9.7,47,1140
1.8,1.5,9.5,7.2,47,1230
1.2,1.1,10.9,6.8,47,1320
0.7,0.4,13.6,5.3,47,1770
0.8,1.4,14.6,3.2,47,1980
1.0,1.2,16.8,1.0,47,2160
0.2,0.7,2.3,16.8,56,960
1.6,1.4,3.6,13.4,56,1020
0.9,1.5,4.5,13.1,56,1080
2.1,1.5,6.5,9.9,56,1140
1.9,1.9,9.1,7.1,56,1230
1.1,1.0,11.0,6.9,56,1320
0.8,0.1,13.9,5.2,56,1770
0.9,1.0,15.0,3.1,56,1980
0.8,0.6,17.4,1.2,56,2160
0.6,0.9,2.1,16.4,65,960
1.7,1.3,3.7,13.3,65,1020
1.5,1.2,4.8,12.5,65,1080
1.7,1.7,6.3,10.3,65,1140
1.4,1.2,9.8,7.6,65,1230
1.4,0.7,11.3,6.6,65,1320
0.3,0.6,13.4,5.7,65,1770
0.4,0.9,15.1,3.6,65,1980
0.7,1.3,16.7,1.3,65,2160
1.1,0.8,2.2,15.9,74,960
0.9,0.8,4.2,14.1,74,1020
1.5,1.3,4.7,12.5,74,1080
1.8,0.7,7.3,10.2,74,1140
0.5,1.6,9.4,8.5,74,1230
0.4,0.8,11.2,7.6,74,1320
0.5,0.2,13.8,5.5,74,1770
0.8,0.6,15.4,3.2,74,1980
0.6,1.2,16.8,1.4,74,2160
1.1,0.2,2.8,15.9,83,960
1.8,0.9,4.1,13.2,83,1020
1.2,1.1,4.9,12.8,83,1080
2.0,1.6,6.4,10.0,83,1140
0.9,1.1,9.9,8.1,83,1230
1.0,1.5,10.5,7.0,83,1320
0.2,0.2,13.8,5.8,83,1770
0.9,0.5,15.5,3.1,83,1980
0.9,0.8,17.2,1.1,83,2160
0.5,0.2,2.8,16.5,92,960
1.2,1.3,3.7,13.8,92,1020
1.7,1.3,4.7,12.3,92,1080
1.4,1.1,6.9,10.6,92,1140
0.9,1.7,9.3,8.1,92,1230
0.6,1.3,10.7,7.4,92,1320
0.3,0.5,13.5,5.7,92,1770
0.6,0.6,15.4,3.4,92,1980
0.8,0.6,17.4,1.2,92,2160
0.7,0.8,2.2,16.3,101,960
1.1,0.7,4.3,13.9,101,1020
1.8,1.4,4.6,12.2,101,1080
2.0,1.1,6.9,10.0,101,1140
0.9,1.8,9.2,8.1,101,1230
0.3,0.7,11.3,7.7,101,1320
0.5,0.3,13.7,5.5,101,1770
0.4,0.7,15.3,3.6,101,1980
0.7,1.0,17.0,1.3,101,2160
0.4,0.7,2.3,16.6,110,960
1.0,1.1,3.9,14.0,110,1020
1.6,1.7,4.3,12.4,110,1080
1.9,2.1,5.9,10.1,110,1140
1.3,1.6,9.4,7.7,110,1230
0.4,1.7,10.3,7.6,110,1320
0.5,0.1,13.9,5.5,110,1770
0.3,0.9,15.1,3.7,110,1980
0.9,1.2,16.8,1.1,110,2160
1.3,0.2,2.8,15.7,119,960
1.8,0.9,4.1,13.2,119,1020
1.0,1.1,4.9,13.0,119,1080
1.9,1.6,6.4,10.1,119,1140
1.5,1.2,9.8,7.5,119,1230
1.0,1.1,10.9,7.0,119,1320
0.5,0.1,13.9,5.5,119,1770
1.1,0.2,15.8,2.9,119,1980
0.5,1.1,16.9,1.5,119,2160
0.9,0.6,2.4,16.1,128,960
0.9,1.3,3.7,14.1,128,1020
1.7,0.7,5.3,12.3,128,1080
1.4,1.5,6.5,10.6,128,1140
0.7,1.2,9.8,8.3,128,1230
0.7,0.7,11.3,7.3,128,1320
0.2,0.3,13.7,5.8,128,1770
0.5,0.9,15.1,3.5,128,1980
0.8,1.0,17.0,1.2,128,2160
1.1,0.7,2.3,15.9,137,960
0.5,1.2,3.8,14.5,137,1020
1.4,1.1,4.9,12.6,137,1080
2.4,1.8,6.2,9.6,137,1140
0.9,0.9,10.1,8.1,137,1230
0.8,0.9,11.1,7.2,137,1320
0.1,0.3,13.7,5.9,137,1770
0.4,0.6,15.4,3.6,137,1980
0.4,0.3,17.7,1.6,137,2160
0.5,1.1,1.9,16.5,146,960
1.2,1.5,3.5,13.8,146,1020
1.8,1.3,4.7,12.2,146,1080
1.6,1.0,7.0,10.4,146,1140
0.8,1.0,10.0,8.2,146,1230
0.4,1.5,10.5,7.6,146,1320
0.3,0.2,13.8,5.7,146,1770
0.0,0.5,16.5,3.0,146,1980
0.4,0.8,17.2,1.6,146,2160
0.3,0.6,2.4,16.7,155,960
0.7,0.7,4.3,14.3,155,1020
1.0,0.9,5.1,13.0,155,1080
1.4,1.5,6.5,10.6,155,1140
1.1,0.9,10.1,7.9,155,1230
0.9,1.4,10.6,7.1,155,1320
0.2,0.3,13.7,5.8,155,1770
0.6,0.3,15.7,3.4,155,1980
0.5,0.6,17.4,1.5,155,2160
0.7,0.7,2.3,16.3,164,960
1.0,0.7,4.3,14.0,164,1020
0.8,0.8,5.2,13.2,164,1080
1.7,1.1,6.9,10.3,164,1140
1.2,1.0,10.0,7.8,164,1230
0.7,1.3,10.7,7.3,164,1320
0.4,0.5,13.5,5.6,164,1770
0.4,0.1,15.9,3.6,164,1980
1.0,0.4,17.6,1.0,164,2160
