class_weight,criterion,file,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,presort,random_state,results,splitter
,entropy,dataset,20.0,,70,1e-07,10,2,0.0,False,,./data/video-0150-classification.csv,best
,mse,dataset,20.0,,70,1e-07,10,2,0.0,False,,./data/video-0150-regression.csv,best
,entropy,dataset,20.0,,80,1e-07,1,2,0.0,False,,./data/video-0151-classification.csv,best
,mse,dataset,20.0,,80,1e-07,1,2,0.0,False,,./data/video-0151-regression.csv,best
,entropy,dataset,20.0,,80,1e-07,2,2,0.0,False,,./data/video-0152-classification.csv,best
,mse,dataset,20.0,,80,1e-07,2,2,0.0,False,,./data/video-0152-regression.csv,best
,entropy,dataset,20.0,,80,1e-07,4,2,0.0,False,,./data/video-0153-classification.csv,best
,mse,dataset,20.0,,80,1e-07,4,2,0.0,False,,./data/video-0153-regression.csv,best
,entropy,dataset,20.0,,80,1e-07,6,2,0.0,False,,./data/video-0154-classification.csv,best
,mse,dataset,20.0,,80,1e-07,6,2,0.0,False,,./data/video-0154-regression.csv,best
,entropy,dataset,20.0,,80,1e-07,8,2,0.0,False,,./data/video-0155-classification.csv,best
,mse,dataset,20.0,,80,1e-07,8,2,0.0,False,,./data/video-0155-regression.csv,best
,entropy,dataset,20.0,,80,1e-07,10,2,0.0,False,,./data/video-0156-classification.csv,best
,mse,dataset,20.0,,80,1e-07,10,2,0.0,False,,./data/video-0156-regression.csv,best
,entropy,dataset,20.0,,90,1e-07,1,2,0.0,False,,./data/video-0157-classification.csv,best
,mse,dataset,20.0,,90,1e-07,1,2,0.0,False,,./data/video-0157-regression.csv,best
,entropy,dataset,20.0,,90,1e-07,2,2,0.0,False,,./data/video-0158-classification.csv,best
,mse,dataset,20.0,,90,1e-07,2,2,0.0,False,,./data/video-0158-regression.csv,best
,entropy,dataset,20.0,,90,1e-07,4,2,0.0,False,,./data/video-0159-classification.csv,best
,mse,dataset,20.0,,90,1e-07,4,2,0.0,False,,./data/video-0159-regression.csv,best
,entropy,dataset,20.0,,90,1e-07,6,2,0.0,False,,./data/video-0160-classification.csv,best
,mse,dataset,20.0,,90,1e-07,6,2,0.0,False,,./data/video-0160-regression.csv,best
,entropy,dataset,20.0,,90,1e-07,8,2,0.0,False,,./data/video-0161-classification.csv,best
,mse,dataset,20.0,,90,1e-07,8,2,0.0,False,,./data/video-0161-regression.csv,best
,entropy,dataset,20.0,,90,1e-07,10,2,0.0,False,,./data/video-0162-classification.csv,best
,mse,dataset,20.0,,90,1e-07,10,2,0.0,False,,./data/video-0162-regression.csv,best
,entropy,dataset,30.0,,10,1e-07,1,2,0.0,False,,./data/video-0163-classification.csv,best
,mse,dataset,30.0,,10,1e-07,1,2,0.0,False,,./data/video-0163-regression.csv,best
,entropy,dataset,30.0,,10,1e-07,2,2,0.0,False,,./data/video-0164-classification.csv,best
,mse,dataset,30.0,,10,1e-07,2,2,0.0,False,,./data/video-0164-regression.csv,best
,entropy,dataset,30.0,,10,1e-07,4,2,0.0,False,,./data/video-0165-classification.csv,best
,mse,dataset,30.0,,10,1e-07,4,2,0.0,False,,./data/video-0165-regression.csv,best
,entropy,dataset,30.0,,10,1e-07,6,2,0.0,False,,./data/video-0166-classification.csv,best
,mse,dataset,30.0,,10,1e-07,6,2,0.0,False,,./data/video-0166-regression.csv,best
,entropy,dataset,30.0,,10,1e-07,8,2,0.0,False,,./data/video-0167-classification.csv,best
,mse,dataset,30.0,,10,1e-07,8,2,0.0,False,,./data/video-0167-regression.csv,best
,entropy,dataset,30.0,,10,1e-07,10,2,0.0,False,,./data/video-0168-classification.csv,best
,mse,dataset,30.0,,10,1e-07,10,2,0.0,False,,./data/video-0168-regression.csv,best
,entropy,dataset,30.0,,20,1e-07,1,2,0.0,False,,./data/video-0169-classification.csv,best
,mse,dataset,30.0,,20,1e-07,1,2,0.0,False,,./data/video-0169-regression.csv,best
,entropy,dataset,30.0,,20,1e-07,2,2,0.0,False,,./data/video-0170-classification.csv,best
,mse,dataset,30.0,,20,1e-07,2,2,0.0,False,,./data/video-0170-regression.csv,best
,entropy,dataset,30.0,,20,1e-07,4,2,0.0,False,,./data/video-0171-classification.csv,best
,mse,dataset,30.0,,20,1e-07,4,2,0.0,False,,./data/video-0171-regression.csv,best
,entropy,dataset,30.0,,20,1e-07,6,2,0.0,False,,./data/video-0172-classification.csv,best
,mse,dataset,30.0,,20,1e-07,6,2,0.0,False,,./data/video-0172-regression.csv,best
,entropy,dataset,30.0,,20,1e-07,8,2,0.0,False,,./data/video-0173-classification.csv,best
,mse,dataset,30.0,,20,1e-07,8,2,0.0,False,,./data/video-0173-regression.csv,best
,entropy,dataset,30.0,,20,1e-07,10,2,0.0,False,,./data/video-0174-classification.csv,best
,mse,dataset,30.0,,20,1e-07,10,2,0.0,False,,./data/video-0174-regression.csv,best
,entropy,dataset,30.0,,30,1e-07,1,2,0.0,False,,./data/video-0175-classification.csv,best
,mse,dataset,30.0,,30,1e-07,1,2,0.0,False,,./data/video-0175-regression.csv,best
,entropy,dataset,30.0,,30,1e-07,2,2,0.0,False,,./data/video-0176-classification.csv,best
,mse,dataset,30.0,,30,1e-07,2,2,0.0,False,,./data/video-0176-regression.csv,best
,entropy,dataset,30.0,,30,1e-07,4,2,0.0,False,,./data/video-0177-classification.csv,best
,mse,dataset,30.0,,30,1e-07,4,2,0.0,False,,./data/video-0177-regression.csv,best
,entropy,dataset,30.0,,30,1e-07,6,2,0.0,False,,./data/video-0178-classification.csv,best
,mse,dataset,30.0,,30,1e-07,6,2,0.0,False,,./data/video-0178-regression.csv,best
,entropy,dataset,30.0,,30,1e-07,8,2,0.0,False,,./data/video-0179-classification.csv,best
,mse,dataset,30.0,,30,1e-07,8,2,0.0,False,,./data/video-0179-regression.csv,best
,entropy,dataset,30.0,,30,1e-07,10,2,0.0,False,,./data/video-0180-classification.csv,best
,mse,dataset,30.0,,30,1e-07,10,2,0.0,False,,./data/video-0180-regression.csv,best
,entropy,dataset,30.0,,40,1e-07,1,2,0.0,False,,./data/video-0181-classification.csv,best
,mse,dataset,30.0,,40,1e-07,1,2,0.0,False,,./data/video-0181-regression.csv,best
,entropy,dataset,30.0,,40,1e-07,2,2,0.0,False,,./data/video-0182-classification.csv,best
,mse,dataset,30.0,,40,1e-07,2,2,0.0,False,,./data/video-0182-regression.csv,best
,entropy,dataset,30.0,,40,1e-07,4,2,0.0,False,,./data/video-0183-classification.csv,best
,mse,dataset,30.0,,40,1e-07,4,2,0.0,False,,./data/video-0183-regression.csv,best
,entropy,dataset,30.0,,40,1e-07,6,2,0.0,False,,./data/video-0184-classification.csv,best
,mse,dataset,30.0,,40,1e-07,6,2,0.0,False,,./data/video-0184-regression.csv,best
,entropy,dataset,30.0,,40,1e-07,8,2,0.0,False,,./data/video-0185-classification.csv,best
,mse,dataset,30.0,,40,1e-07,8,2,0.0,False,,./data/video-0185-regression.csv,best
,entropy,dataset,30.0,,40,1e-07,10,2,0.0,False,,./data/video-0186-classification.csv,best
,mse,dataset,30.0,,40,1e-07,10,2,0.0,False,,./data/video-0186-regression.csv,best
,entropy,dataset,30.0,,50,1e-07,1,2,0.0,False,,./data/video-0187-classification.csv,best
,mse,dataset,30.0,,50,1e-07,1,2,0.0,False,,./data/video-0187-regression.csv,best
,entropy,dataset,30.0,,50,1e-07,2,2,0.0,False,,./data/video-0188-classification.csv,best
,mse,dataset,30.0,,50,1e-07,2,2,0.0,False,,./data/video-0188-regression.csv,best
,entropy,dataset,30.0,,50,1e-07,4,2,0.0,False,,./data/video-0189-classification.csv,best
,mse,dataset,30.0,,50,1e-07,4,2,0.0,False,,./data/video-0189-regression.csv,best
,entropy,dataset,30.0,,50,1e-07,6,2,0.0,False,,./data/video-0190-classification.csv,best
,mse,dataset,30.0,,50,1e-07,6,2,0.0,False,,./data/video-0190-regression.csv,best
,entropy,dataset,30.0,,50,1e-07,8,2,0.0,False,,./data/video-0191-classification.csv,best
,mse,dataset,30.0,,50,1e-07,8,2,0.0,False,,./data/video-0191-regression.csv,best
,entropy,dataset,30.0,,50,1e-07,10,2,0.0,False,,./data/video-0192-classification.csv,best
,mse,dataset,30.0,,50,1e-07,10,2,0.0,False,,./data/video-0192-regression.csv,best
,entropy,dataset,30.0,,60,1e-07,1,2,0.0,False,,./data/video-0193-classification.csv,best
,mse,dataset,30.0,,60,1e-07,1,2,0.0,False,,./data/video-0193-regression.csv,best
,entropy,dataset,30.0,,60,1e-07,2,2,0.0,False,,./data/video-0194-classification.csv,best
,mse,dataset,30.0,,60,1e-07,2,2,0.0,False,,./data/video-0194-regression.csv,best
,entropy,dataset,30.0,,60,1e-07,4,2,0.0,False,,./data/video-0195-classification.csv,best
,mse,dataset,30.0,,60,1e-07,4,2,0.0,False,,./data/video-0195-regression.csv,best
,entropy,dataset,30.0,,60,1e-07,6,2,0.0,False,,./data/video-0196-classification.csv,best
,mse,dataset,30.0,,60,1e-07,6,2,0.0,False,,./data/video-0196-regression.csv,best
,entropy,dataset,30.0,,60,1e-07,8,2,0.0,False,,./data/video-0197-classification.csv,best
,mse,dataset,30.0,,60,1e-07,8,2,0.0,False,,./data/video-0197-regression.csv,best
,entropy,dataset,30.0,,60,1e-07,10,2,0.0,False,,./data/video-0198-classification.csv,best
,mse,dataset,30.0,,60,1e-07,10,2,0.0,False,,./data/video-0198-regression.csv,best
,entropy,dataset,30.0,,70,1e-07,1,2,0.0,False,,./data/video-0199-classification.csv,best
,mse,dataset,30.0,,70,1e-07,1,2,0.0,False,,./data/video-0199-regression.csv,best
,entropy,dataset,30.0,,70,1e-07,2,2,0.0,False,,./data/video-0200-classification.csv,best
,mse,dataset,30.0,,70,1e-07,2,2,0.0,False,,./data/video-0200-regression.csv,best
,entropy,dataset,30.0,,70,1e-07,4,2,0.0,False,,./data/video-0201-classification.csv,best
,mse,dataset,30.0,,70,1e-07,4,2,0.0,False,,./data/video-0201-regression.csv,best
,entropy,dataset,30.0,,70,1e-07,6,2,0.0,False,,./data/video-0202-classification.csv,best
,mse,dataset,30.0,,70,1e-07,6,2,0.0,False,,./data/video-0202-regression.csv,best
,entropy,dataset,30.0,,70,1e-07,8,2,0.0,False,,./data/video-0203-classification.csv,best
,mse,dataset,30.0,,70,1e-07,8,2,0.0,False,,./data/video-0203-regression.csv,best
,entropy,dataset,30.0,,70,1e-07,10,2,0.0,False,,./data/video-0204-classification.csv,best
,mse,dataset,30.0,,70,1e-07,10,2,0.0,False,,./data/video-0204-regression.csv,best
,entropy,dataset,30.0,,80,1e-07,1,2,0.0,False,,./data/video-0205-classification.csv,best
,mse,dataset,30.0,,80,1e-07,1,2,0.0,False,,./data/video-0205-regression.csv,best
,entropy,dataset,30.0,,80,1e-07,2,2,0.0,False,,./data/video-0206-classification.csv,best
,mse,dataset,30.0,,80,1e-07,2,2,0.0,False,,./data/video-0206-regression.csv,best
,entropy,dataset,30.0,,80,1e-07,4,2,0.0,False,,./data/video-0207-classification.csv,best
,mse,dataset,30.0,,80,1e-07,4,2,0.0,False,,./data/video-0207-regression.csv,best
,entropy,dataset,30.0,,80,1e-07,6,2,0.0,False,,./data/video-0208-classification.csv,best
,mse,dataset,30.0,,80,1e-07,6,2,0.0,False,,./data/video-0208-regression.csv,best
,entropy,dataset,30.0,,80,1e-07,8,2,0.0,False,,./data/video-0209-classification.csv,best
,mse,dataset,30.0,,80,1e-07,8,2,0.0,False,,./data/video-0209-regression.csv,best
,entropy,dataset,30.0,,80,1e-07,10,2,0.0,False,,./data/video-0210-classification.csv,best
,mse,dataset,30.0,,80,1e-07,10,2,0.0,False,,./data/video-0210-regression.csv,best
,entropy,dataset,30.0,,90,1e-07,1,2,0.0,False,,./data/video-0211-classification.csv,best
,mse,dataset,30.0,,90,1e-07,1,2,0.0,False,,./data/video-0211-regression.csv,best
,entropy,dataset,30.0,,90,1e-07,2,2,0.0,False,,./data/video-0212-classification.csv,best
,mse,dataset,30.0,,90,1e-07,2,2,0.0,False,,./data/video-0212-regression.csv,best
,entropy,dataset,30.0,,90,1e-07,4,2,0.0,False,,./data/video-0213-classification.csv,best
,mse,dataset,30.0,,90,1e-07,4,2,0.0,False,,./data/video-0213-regression.csv,best
,entropy,dataset,30.0,,90,1e-07,6,2,0.0,False,,./data/video-0214-classification.csv,best
,mse,dataset,30.0,,90,1e-07,6,2,0.0,False,,./data/video-0214-regression.csv,best
,entropy,dataset,30.0,,90,1e-07,8,2,0.0,False,,./data/video-0215-classification.csv,best
,mse,dataset,30.0,,90,1e-07,8,2,0.0,False,,./data/video-0215-regression.csv,best
,entropy,dataset,30.0,,90,1e-07,10,2,0.0,False,,./data/video-0216-classification.csv,best
,mse,dataset,30.0,,90,1e-07,10,2,0.0,False,,./data/video-0216-regression.csv,best
,entropy,dataset,40.0,,10,1e-07,1,2,0.0,False,,./data/video-0217-classification.csv,best
,mse,dataset,40.0,,10,1e-07,1,2,0.0,False,,./data/video-0217-regression.csv,best
,entropy,dataset,40.0,,10,1e-07,2,2,0.0,False,,./data/video-0218-classification.csv,best
,mse,dataset,40.0,,10,1e-07,2,2,0.0,False,,./data/video-0218-regression.csv,best
,entropy,dataset,40.0,,10,1e-07,4,2,0.0,False,,./data/video-0219-classification.csv,best
,mse,dataset,40.0,,10,1e-07,4,2,0.0,False,,./data/video-0219-regression.csv,best
,entropy,dataset,40.0,,10,1e-07,6,2,0.0,False,,./data/video-0220-classification.csv,best
,mse,dataset,40.0,,10,1e-07,6,2,0.0,False,,./data/video-0220-regression.csv,best
,entropy,dataset,40.0,,10,1e-07,8,2,0.0,False,,./data/video-0221-classification.csv,best
,mse,dataset,40.0,,10,1e-07,8,2,0.0,False,,./data/video-0221-regression.csv,best
,entropy,dataset,40.0,,10,1e-07,10,2,0.0,False,,./data/video-0222-classification.csv,best
,mse,dataset,40.0,,10,1e-07,10,2,0.0,False,,./data/video-0222-regression.csv,best
,entropy,dataset,40.0,,20,1e-07,1,2,0.0,False,,./data/video-0223-classification.csv,best
,mse,dataset,40.0,,20,1e-07,1,2,0.0,False,,./data/video-0223-regression.csv,best
,entropy,dataset,40.0,,20,1e-07,2,2,0.0,False,,./data/video-0224-classification.csv,best
,mse,dataset,40.0,,20,1e-07,2,2,0.0,False,,./data/video-0224-regression.csv,best
,entropy,dataset,40.0,,20,1e-07,4,2,0.0,False,,./data/video-0225-classification.csv,best
,mse,dataset,40.0,,20,1e-07,4,2,0.0,False,,./data/video-0225-regression.csv,best
,entropy,dataset,40.0,,20,1e-07,6,2,0.0,False,,./data/video-0226-classification.csv,best
,mse,dataset,40.0,,20,1e-07,6,2,0.0,False,,./data/video-0226-regression.csv,best
,entropy,dataset,40.0,,20,1e-07,8,2,0.0,False,,./data/video-0227-classification.csv,best
,mse,dataset,40.0,,20,1e-07,8,2,0.0,False,,./data/video-0227-regression.csv,best
,entropy,dataset,40.0,,20,1e-07,10,2,0.0,False,,./data/video-0228-classification.csv,best
,mse,dataset,40.0,,20,1e-07,10,2,0.0,False,,./data/video-0228-regression.csv,best
,entropy,dataset,40.0,,30,1e-07,1,2,0.0,False,,./data/video-0229-classification.csv,best
,mse,dataset,40.0,,30,1e-07,1,2,0.0,False,,./data/video-0229-regression.csv,best
,entropy,dataset,40.0,,30,1e-07,2,2,0.0,False,,./data/video-0230-classification.csv,best
,mse,dataset,40.0,,30,1e-07,2,2,0.0,False,,./data/video-0230-regression.csv,best
,entropy,dataset,40.0,,30,1e-07,4,2,0.0,False,,./data/video-0231-classification.csv,best
,mse,dataset,40.0,,30,1e-07,4,2,0.0,False,,./data/video-0231-regression.csv,best
,entropy,dataset,40.0,,30,1e-07,6,2,0.0,False,,./data/video-0232-classification.csv,best
,mse,dataset,40.0,,30,1e-07,6,2,0.0,False,,./data/video-0232-regression.csv,best
,entropy,dataset,40.0,,30,1e-07,8,2,0.0,False,,./data/video-0233-classification.csv,best
,mse,dataset,40.0,,30,1e-07,8,2,0.0,False,,./data/video-0233-regression.csv,best
,entropy,dataset,40.0,,30,1e-07,10,2,0.0,False,,./data/video-0234-classification.csv,best
,mse,dataset,40.0,,30,1e-07,10,2,0.0,False,,./data/video-0234-regression.csv,best
,entropy,dataset,40.0,,40,1e-07,1,2,0.0,False,,./data/video-0235-classification.csv,best
,mse,dataset,40.0,,40,1e-07,1,2,0.0,False,,./data/video-0235-regression.csv,best
,entropy,dataset,40.0,,40,1e-07,2,2,0.0,False,,./data/video-0236-classification.csv,best
,mse,dataset,40.0,,40,1e-07,2,2,0.0,False,,./data/video-0236-regression.csv,best
,entropy,dataset,40.0,,40,1e-07,4,2,0.0,False,,./data/video-0237-classification.csv,best
,mse,dataset,40.0,,40,1e-07,4,2,0.0,False,,./data/video-0237-regression.csv,best
,entropy,dataset,40.0,,40,1e-07,6,2,0.0,False,,./data/video-0238-classification.csv,best
,mse,dataset,40.0,,40,1e-07,6,2,0.0,False,,./data/video-0238-regression.csv,best
,entropy,dataset,40.0,,40,1e-07,8,2,0.0,False,,./data/video-0239-classification.csv,best
,mse,dataset,40.0,,40,1e-07,8,2,0.0,False,,./data/video-0239-regression.csv,best
,entropy,dataset,40.0,,40,1e-07,10,2,0.0,False,,./data/video-0240-classification.csv,best
,mse,dataset,40.0,,40,1e-07,10,2,0.0,False,,./data/video-0240-regression.csv,best
,entropy,dataset,40.0,,50,1e-07,1,2,0.0,False,,./data/video-0241-classification.csv,best
,mse,dataset,40.0,,50,1e-07,1,2,0.0,False,,./data/video-0241-regression.csv,best
,entropy,dataset,40.0,,50,1e-07,2,2,0.0,False,,./data/video-0242-classification.csv,best
,mse,dataset,40.0,,50,1e-07,2,2,0.0,False,,./data/video-0242-regression.csv,best
,entropy,dataset,40.0,,50,1e-07,4,2,0.0,False,,./data/video-0243-classification.csv,best
,mse,dataset,40.0,,50,1e-07,4,2,0.0,False,,./data/video-0243-regression.csv,best
,entropy,dataset,40.0,,50,1e-07,6,2,0.0,False,,./data/video-0244-classification.csv,best
,mse,dataset,40.0,,50,1e-07,6,2,0.0,False,,./data/video-0244-regression.csv,best
,entropy,dataset,40.0,,50,1e-07,8,2,0.0,False,,./data/video-0245-classification.csv,best
,mse,dataset,40.0,,50,1e-07,8,2,0.0,False,,./data/video-0245-regression.csv,best
,entropy,dataset,40.0,,50,1e-07,10,2,0.0,False,,./data/video-0246-classification.csv,best
,mse,dataset,40.0,,50,1e-07,10,2,0.0,False,,./data/video-0246-regression.csv,best
,entropy,dataset,40.0,,60,1e-07,1,2,0.0,False,,./data/video-0247-classification.csv,best
,mse,dataset,40.0,,60,1e-07,1,2,0.0,False,,./data/video-0247-regression.csv,best
,entropy,dataset,40.0,,60,1e-07,2,2,0.0,False,,./data/video-0248-classification.csv,best
,mse,dataset,40.0,,60,1e-07,2,2,0.0,False,,./data/video-0248-regression.csv,best
,entropy,dataset,40.0,,60,1e-07,4,2,0.0,False,,./data/video-0249-classification.csv,best
,mse,dataset,40.0,,60,1e-07,4,2,0.0,False,,./data/video-0249-regression.csv,best
,entropy,dataset,40.0,,60,1e-07,6,2,0.0,False,,./data/video-0250-classification.csv,best
,mse,dataset,40.0,,60,1e-07,6,2,0.0,False,,./data/video-0250-regression.csv,best
,entropy,dataset,40.0,,60,1e-07,8,2,0.0,False,,./data/video-0251-classification.csv,best
,mse,dataset,40.0,,60,1e-07,8,2,0.0,False,,./data/video-0251-regression.csv,best
,entropy,dataset,40.0,,60,1e-07,10,2,0.0,False,,./data/video-0252-classification.csv,best
,mse,dataset,40.0,,60,1e-07,10,2,0.0,False,,./data/video-0252-regression.csv,best
,entropy,dataset,40.0,,70,1e-07,1,2,0.0,False,,./data/video-0253-classification.csv,best
,mse,dataset,40.0,,70,1e-07,1,2,0.0,False,,./data/video-0253-regression.csv,best
,entropy,dataset,40.0,,70,1e-07,2,2,0.0,False,,./data/video-0254-classification.csv,best
,mse,dataset,40.0,,70,1e-07,2,2,0.0,False,,./data/video-0254-regression.csv,best
,entropy,dataset,40.0,,70,1e-07,4,2,0.0,False,,./data/video-0255-classification.csv,best
,mse,dataset,40.0,,70,1e-07,4,2,0.0,False,,./data/video-0255-regression.csv,best
,entropy,dataset,40.0,,70,1e-07,6,2,0.0,False,,./data/video-0256-classification.csv,best
,mse,dataset,40.0,,70,1e-07,6,2,0.0,False,,./data/video-0256-regression.csv,best
,entropy,dataset,40.0,,70,1e-07,8,2,0.0,False,,./data/video-0257-classification.csv,best
,mse,dataset,40.0,,70,1e-07,8,2,0.0,False,,./data/video-0257-regression.csv,best
,entropy,dataset,40.0,,70,1e-07,10,2,0.0,False,,./data/video-0258-classification.csv,best
,mse,dataset,40.0,,70,1e-07,10,2,0.0,False,,./data/video-0258-regression.csv,best
,entropy,dataset,40.0,,80,1e-07,1,2,0.0,False,,./data/video-0259-classification.csv,best
,mse,dataset,40.0,,80,1e-07,1,2,0.0,False,,./data/video-0259-regression.csv,best
,entropy,dataset,40.0,,80,1e-07,2,2,0.0,False,,./data/video-0260-classification.csv,best
,mse,dataset,40.0,,80,1e-07,2,2,0.0,False,,./data/video-0260-regression.csv,best
,entropy,dataset,40.0,,80,1e-07,4,2,0.0,False,,./data/video-0261-classification.csv,best
,mse,dataset,40.0,,80,1e-07,4,2,0.0,False,,./data/video-0261-regression.csv,best
,entropy,dataset,40.0,,80,1e-07,6,2,0.0,False,,./data/video-0262-classification.csv,best
,mse,dataset,40.0,,80,1e-07,6,2,0.0,False,,./data/video-0262-regression.csv,best
,entropy,dataset,40.0,,80,1e-07,8,2,0.0,False,,./data/video-0263-classification.csv,best
,mse,dataset,40.0,,80,1e-07,8,2,0.0,False,,./data/video-0263-regression.csv,best
,entropy,dataset,40.0,,80,1e-07,10,2,0.0,False,,./data/video-0264-classification.csv,best
,mse,dataset,40.0,,80,1e-07,10,2,0.0,False,,./data/video-0264-regression.csv,best
,entropy,dataset,40.0,,90,1e-07,1,2,0.0,False,,./data/video-0265-classification.csv,best
,mse,dataset,40.0,,90,1e-07,1,2,0.0,False,,./data/video-0265-regression.csv,best
,entropy,dataset,40.0,,90,1e-07,2,2,0.0,False,,./data/video-0266-classification.csv,best
,mse,dataset,40.0,,90,1e-07,2,2,0.0,False,,./data/video-0266-regression.csv,best
,entropy,dataset,40.0,,90,1e-07,4,2,0.0,False,,./data/video-0267-classification.csv,best
,mse,dataset,40.0,,90,1e-07,4,2,0.0,False,,./data/video-0267-regression.csv,best
,entropy,dataset,40.0,,90,1e-07,6,2,0.0,False,,./data/video-0268-classification.csv,best
,mse,dataset,40.0,,90,1e-07,6,2,0.0,False,,./data/video-0268-regression.csv,best
,entropy,dataset,40.0,,90,1e-07,8,2,0.0,False,,./data/video-0269-classification.csv,best
,mse,dataset,40.0,,90,1e-07,8,2,0.0,False,,./data/video-0269-regression.csv,best
,entropy,dataset,40.0,,90,1e-07,10,2,0.0,False,,./data/video-0270-classification.csv,best
,mse,dataset,40.0,,90,1e-07,10,2,0.0,False,,./data/video-0270-regression.csv,best
,entropy,dataset,50.0,,10,1e-07,1,2,0.0,False,,./data/video-0271-classification.csv,best
,mse,dataset,50.0,,10,1e-07,1,2,0.0,False,,./data/video-0271-regression.csv,best
,entropy,dataset,50.0,,10,1e-07,2,2,0.0,False,,./data/video-0272-classification.csv,best
,mse,dataset,50.0,,10,1e-07,2,2,0.0,False,,./data/video-0272-regression.csv,best
,entropy,dataset,50.0,,10,1e-07,4,2,0.0,False,,./data/video-0273-classification.csv,best
,mse,dataset,50.0,,10,1e-07,4,2,0.0,False,,./data/video-0273-regression.csv,best
,entropy,dataset,50.0,,10,1e-07,6,2,0.0,False,,./data/video-0274-classification.csv,best
,mse,dataset,50.0,,10,1e-07,6,2,0.0,False,,./data/video-0274-regression.csv,best
,entropy,dataset,50.0,,10,1e-07,8,2,0.0,False,,./data/video-0275-classification.csv,best
,mse,dataset,50.0,,10,1e-07,8,2,0.0,False,,./data/video-0275-regression.csv,best
,entropy,dataset,50.0,,10,1e-07,10,2,0.0,False,,./data/video-0276-classification.csv,best
,mse,dataset,50.0,,10,1e-07,10,2,0.0,False,,./data/video-0276-regression.csv,best
,entropy,dataset,50.0,,20,1e-07,1,2,0.0,False,,./data/video-0277-classification.csv,best
,mse,dataset,50.0,,20,1e-07,1,2,0.0,False,,./data/video-0277-regression.csv,best
,entropy,dataset,50.0,,20,1e-07,2,2,0.0,False,,./data/video-0278-classification.csv,best
,mse,dataset,50.0,,20,1e-07,2,2,0.0,False,,./data/video-0278-regression.csv,best
,entropy,dataset,50.0,,20,1e-07,4,2,0.0,False,,./data/video-0279-classification.csv,best
,mse,dataset,50.0,,20,1e-07,4,2,0.0,False,,./data/video-0279-regression.csv,best
,entropy,dataset,50.0,,20,1e-07,6,2,0.0,False,,./data/video-0280-classification.csv,best
,mse,dataset,50.0,,20,1e-07,6,2,0.0,False,,./data/video-0280-regression.csv,best
,entropy,dataset,50.0,,20,1e-07,8,2,0.0,False,,./data/video-0281-classification.csv,best
,mse,dataset,50.0,,20,1e-07,8,2,0.0,False,,./data/video-0281-regression.csv,best
,entropy,dataset,50.0,,20,1e-07,10,2,0.0,False,,./data/video-0282-classification.csv,best
,mse,dataset,50.0,,20,1e-07,10,2,0.0,False,,./data/video-0282-regression.csv,best
,entropy,dataset,50.0,,30,1e-07,1,2,0.0,False,,./data/video-0283-classification.csv,best
,mse,dataset,50.0,,30,1e-07,1,2,0.0,False,,./data/video-0283-regression.csv,best
,entropy,dataset,50.0,,30,1e-07,2,2,0.0,False,,./data/video-0284-classification.csv,best
,mse,dataset,50.0,,30,1e-07,2,2,0.0,False,,./data/video-0284-regression.csv,best
,entropy,dataset,50.0,,30,1e-07,4,2,0.0,False,,./data/video-0285-classification.csv,best
,mse,dataset,50.0,,30,1e-07,4,2,0.0,False,,./data/video-0285-regression.csv,best
,entropy,dataset,50.0,,30,1e-07,6,2,0.0,False,,./data/video-0286-classification.csv,best
,mse,dataset,50.0,,30,1e-07,6,2,0.0,False,,./data/video-0286-regression.csv,best
,entropy,dataset,50.0,,30,1e-07,8,2,0.0,False,,./data/video-0287-classification.csv,best
,mse,dataset,50.0,,30,1e-07,8,2,0.0,False,,./data/video-0287-regression.csv,best
,entropy,dataset,50.0,,30,1e-07,10,2,0.0,False,,./data/video-0288-classification.csv,best
,mse,dataset,50.0,,30,1e-07,10,2,0.0,False,,./data/video-0288-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,1,2,0.0,False,,./data/video-0289-classification.csv,best
,mse,dataset,50.0,,40,1e-07,1,2,0.0,False,,./data/video-0289-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,2,2,0.0,False,,./data/video-0290-classification.csv,best
,mse,dataset,50.0,,40,1e-07,2,2,0.0,False,,./data/video-0290-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,4,2,0.0,False,,./data/video-0291-classification.csv,best
,mse,dataset,50.0,,40,1e-07,4,2,0.0,False,,./data/video-0291-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,6,2,0.0,False,,./data/video-0292-classification.csv,best
,mse,dataset,50.0,,40,1e-07,6,2,0.0,False,,./data/video-0292-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,8,2,0.0,False,,./data/video-0293-classification.csv,best
,mse,dataset,50.0,,40,1e-07,8,2,0.0,False,,./data/video-0293-regression.csv,best
,entropy,dataset,50.0,,40,1e-07,10,2,0.0,False,,./data/video-0294-classification.csv,best
,mse,dataset,50.0,,40,1e-07,10,2,0.0,False,,./data/video-0294-regression.csv,best
,entropy,dataset,50.0,,50,1e-07,1,2,0.0,False,,./data/video-0295-classification.csv,best
,mse,dataset,50.0,,50,1e-07,1,2,0.0,False,,./data/video-0295-regression.csv,best
,entropy,dataset,50.0,,50,1e-07,2,2,0.0,False,,./data/video-0296-classification.csv,best
